param,runTime
1,3
1,6
1,6
1,4
1,3
1,4
1,6
1,6
1,3
1,4
5,503
5,522
5,556
5,389
5,235
5,239
5,238
5,260
5,223
5,257
10,3533
10,4304
10,2983
10,3389
10,3020
10,4892
10,3476
10,2831
10,3144
10,3684
15,56595
15,36499
15,33020
15,36317
15,32773
15,32234
15,32402
15,31949
15,33789
15,33330
20,331494
20,335413
20,350649
20,346393
20,349875
20,347091
20,336514
20,336028
20,344843
20,350872
